OTUID	A1DNA	A1RNA	A2DNA	A2RNA	A3DNA	A3RNA	A4DNA	A4RNA	A5DNA	A5RNA	C1DNA	C1RNA	C2DNA	C2RNA	C3DNA	C3RNA	C4DNA	C4RNA	C5DNA	C5RNA	I1DNA	I1RNA	I2DNA	I2RNA	I3DNA	I3RNA	I4DNA	I4RNA	I5DNA	I5RNA	J1DNA	J1RNA	J2DNA	J2RNA	J3DNA	J3RNA	J4DNA	J4RNA	J5DNA	J5RNA	Post1DNA	Post1RNA	Post2DNA	Post2RNA	Post3DNA	Post3RNA	Post4DNA	Post4RNA	Post5DNA	Post5RNA	Pre1DNA	Pre1RNA	Pre2DNA	Pre2RNA	Pre3DNA	Pre3RNA	Pre4DNA	Pre4RNA	Pre5DNA	Pre5RNA	S1DNA	S1RNA	S2DNA	S2RNA	S3DNA	S3RNA	S4DNA	S4RNA	S5DNA	S5RNA	Wat1DNA	Wat1RNA	Wat2DNA	Wat2RNA	Wat3DNA	Wat3RNA	Wat4DNA	Wat4RNA	Wat5DNA	Wat5RNA
OTU120	279	160	76	65	13	189	30	89	14	40	56	148	119	191	120	186	155	193	132	171	0	3	67	14	4	12	20	51	5	306	36	37	13	36	14	33	44	61	25	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	252	75	43	38	54	78	63	41	49	0	1	0	0	3	0	0	0	0	1
OTU81	128	319	228	93	75	127	79	88	42	63	39	113	82	206	105	154	305	98	159	151	32	4	42	6	9	15	86	19	48	351	9	130	12	28	113	91	102	113	174	101	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	89	258	103	161	42	291	102	99	59	211	2	0	0	0	0	4	0	0	0	0
OTU8617	4	107	10	23	7	52	0	20	0	92	7	23	24	168	19	52	11	39	55	91	7	1	11	3	13	18	21	2	14	69	0	21	0	6	0	5	3	27	0	9	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	15	52	6	6	2	15	14	96	0	8	1	0	0	0	2	0	0	0	1	0
OTU113	8	23	13	5	18	12	4	11	7	15	8	8	6	8	1	8	7	3	14	11	2	1	6	3	21	6	13	14	13	5	3	24	0	20	9	31	11	19	47	15	947	1	907	8	602	30	1056	203	916	164	108	940	96	746	87	491	111	635	80	663	6	3	8	2	6	1	33	12	16	0	188	619	254	711	143	602	235	683	286	434
OTU13	700	1469	221	1022	51	2690	94	1158	346	817	505	2159	342	2625	427	3759	222	1002	879	1640	458	153	543	210	588	584	684	3086	856	3276	323	2269	149	3122	256	3213	267	3063	401	1237	338	83	598	84	396	88	505	139	537	69	250	104	274	89	69	33	138	119	136	65	492	3238	398	2755	262	2775	451	1323	152	1050	2000	24	3578	65	1886	39	2869	44	3176	113
OTU9	281	11362	902	4594	180	4977	258	5165	248	6502	127	2018	444	11761	702	2573	758	4848	701	7949	624	137	967	138	414	372	638	97	1187	14106	7	3421	0	91	39	588	156	1644	62	625	16	5	17	2	7	16	14	27	24	19	41	213	37	158	64	94	48	139	39	87	835	11556	315	3530	329	2829	752	7789	156	1659	1	267	25	207	31	106	11	120	6	234
OTU345	1	95	51	27	4	42	37	29	0	34	5	54	8	107	1	24	32	13	18	84	36	3	10	0	1	1	25	12	55	56	0	3	0	11	5	5	17	8	1	13	13	37	0	0	1	30	2	24	2	7	3	79	46	47	39	23	12	31	20	22	1	45	1	13	0	11	9	40	0	31	0	23	0	18	0	11	1	10	7	11
OTU850	12	34	9	27	14	27	15	11	5	26	3	6	12	13	9	5	4	8	4	9	5	3	21	6	16	14	13	12	18	12	5	19	1	16	4	7	12	9	6	12	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	21	15	29	6	11	6	36	23	9	6	0	0	0	0	3	0	0	0	0	0
OTU285	61	95	107	117	29	38	86	88	126	61	26	20	54	32	45	38	19	42	77	26	23	11	81	27	55	32	14	24	88	36	2	102	16	19	30	52	95	93	78	88	8	1	1	0	4	0	3	5	0	4	2	1	0	2	6	1	0	0	0	0	41	18	164	129	130	80	171	134	75	63	0	0	1	0	0	0	2	1	3	0
OTU30	878	1455	665	1076	97	1193	241	543	405	289	495	1296	989	1547	1093	1449	650	960	1054	1018	17	39	55	43	8	76	108	654	43	812	131	716	145	592	356	402	385	499	285	625	0	14	1	28	0	10	0	43	0	10	1	1	0	3	0	0	0	0	0	0	656	699	879	800	855	1830	734	805	276	1084	118	0	0	1	0	1	0	0	1	0
OTU1521	6	6	2	9	0	16	2	11	2	7	0	15	1	8	9	20	4	4	2	10	0	0	1	1	0	1	3	18	0	9	3	15	5	29	2	14	0	10	9	9	0	0	0	0	0	0	0	9	0	3	1	0	2	0	1	1	1	0	1	0	8	7	4	1	15	4	5	3	2	10	1	0	3	0	3	0	4	0	6	0
OTU33	48	1081	140	919	22	555	75	706	43	824	95	461	205	575	214	506	274	728	265	527	248	99	619	154	275	240	508	46	640	429	22	412	0	72	90	462	56	518	242	455	0	1	1	0	0	1	0	18	0	0	0	3	0	2	3	1	4	6	1	3	57	470	56	550	67	322	86	850	22	113	0	0	2	0	1	1	0	0	0	1
OTU2589	130	24	50	38	14	50	7	12	33	19	8	22	19	21	32	23	6	49	59	57	13	2	20	2	0	13	22	28	4	7	36	74	2	23	24	18	33	34	4	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	12	68	7	94	22	75	39	35	3	0	0	0	0	3	0	0	0	0	0
OTU85	85	184	200	183	73	96	167	245	104	205	60	60	175	87	129	55	183	121	232	105	819	143	831	169	1354	404	438	72	682	95	21	229	11	53	47	123	219	218	101	206	5	52	1	13	8	0	1	21	0	11	1	4	3	2	0	5	3	1	0	2	154	88	173	149	152	110	194	230	98	36	0	0	0	0	5	2	0	0	5	0
OTU1612	40	14	13	16	9	27	7	8	6	18	12	17	27	25	14	24	35	17	20	18	3	5	5	4	4	20	1	18	2	12	16	30	3	10	5	5	15	20	8	20	6	0	0	0	0	0	8	2	4	2	0	0	1	0	0	0	0	2	0	0	25	9	14	15	12	16	15	12	4	6	65	0	24	0	26	0	18	0	26	0
OTU306	91	95	36	167	18	258	21	187	34	96	56	254	67	135	37	105	24	107	47	79	193	45	149	76	128	135	81	397	97	190	244	264	67	373	96	418	132	272	363	250	39	9	34	13	29	5	47	13	32	12	8	4	4	3	7	1	3	5	6	3	66	120	45	141	45	80	81	125	47	63	14	0	15	0	16	4	19	0	17	0
OTU122	29	11	2	14	0	1	9	4	8	5	3	1	6	4	3	3	8	2	8	2	3	0	4	0	7	5	0	5	5	2	14	13	0	8	0	21	15	28	56	7	256	5	193	0	243	21	362	163	336	172	310	761	355	528	373	326	301	436	369	435	2	0	21	0	1	0	22	15	1	1	76	420	143	677	98	467	97	546	186	534
OTU59	93	683	97	776	13	458	19	317	164	302	85	710	46	1165	240	546	253	1113	218	527	13	9	36	11	25	24	79	32	42	221	7	150	12	39	0	88	45	132	47	565	1069	41	1533	121	1052	79	1379	20	1186	53	341	657	2044	836	508	557	408	466	395	655	20	328	27	292	58	138	95	599	23	65	316	173	479	247	292	182	330	152	380	144
OTU243	5	62	71	3	11	3	0	4	13	6	13	5	3	2	8	21	12	5	1	13	2	0	14	2	5	0	14	7	6	1	0	9	1	7	0	4	4	7	29	1	4	0	11	0	21	10	27	35	11	4	186	242	199	194	235	103	180	130	260	149	3	0	2	0	0	0	16	4	12	0	13	97	10	32	3	30	11	66	6	21
OTU13398	146	244	123	614	50	244	111	400	124	206	134	470	179	231	218	229	205	459	256	238	92	52	121	53	61	98	113	617	130	236	87	443	62	620	131	186	159	343	161	562	0	3	0	13	3	14	2	27	2	9	0	5	3	9	2	4	0	3	2	2	125	213	147	371	162	257	158	221	78	126	595	0	354	1	596	1	403	1	218	3
OTU342	15	53	32	44	18	35	64	52	14	38	25	43	27	32	55	26	32	31	34	13	1	0	13	4	0	6	7	8	16	26	1	6	1	5	5	8	10	13	29	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	30	46	32	54	40	57	38	27	18	0	0	0	0	0	0	0	0	0	0
OTU2689	169	311	245	443	112	324	146	443	246	459	187	310	156	325	225	172	160	327	307	217	142	62	151	92	232	170	146	316	244	299	115	519	56	410	202	451	351	411	196	610	0	9	0	0	4	0	2	8	3	2	0	0	0	1	0	0	0	0	0	1	260	242	341	514	327	450	370	441	221	314	27	0	12	0	10	1	14	0	20	0
OTU5013	4	1	0	2	4	0	0	0	8	0	5	0	5	0	1	4	3	0	10	0	5	0	12	2	3	3	1	0	39	0	4	7	0	0	0	7	10	1	31	1	158	0	168	0	185	0	243	16	271	19	131	34	124	13	42	11	78	22	73	11	5	0	3	0	7	0	8	3	5	0	50	34	54	8	29	6	42	3	48	16
OTU4058	23	40	8	45	6	41	7	30	9	38	6	15	12	20	14	16	12	7	15	29	0	0	0	0	1	2	3	25	2	21	18	45	1	23	9	39	12	55	11	35	1	1	1	0	3	0	2	4	4	1	0	3	0	0	0	0	0	0	0	0	14	17	22	14	14	18	12	19	9	34	10	0	22	0	32	0	37	0	42	0
OTU183	37	14	7	12	0	32	3	16	5	21	13	12	18	9	11	15	4	8	44	30	7	2	8	7	10	4	9	21	7	0	2	49	4	20	10	28	25	31	86	17	188	6	159	16	114	11	207	124	191	53	37	13	28	13	33	8	28	11	32	9	25	0	3	0	7	1	8	21	1	0	140	0	95	1	116	0	118	1	126	4
OTU84	15	12	7	4	1	8	3	5	11	7	8	1	3	7	2	5	18	5	4	0	2	0	7	2	12	2	1	5	4	4	17	4	1	0	15	16	10	12	50	7	8	0	98	0	27	17	67	27	69	19	274	838	322	651	125	464	205	624	155	440	0	3	4	0	3	0	10	2	2	0	9	101	10	127	6	73	11	94	9	116
OTU1988	8	0	4	0	0	1	0	0	1	1	0	0	0	0	0	2	3	0	1	0	0	0	2	0	0	1	0	0	0	0	4	1	0	0	1	2	2	3	7	2	12	0	19	0	14	0	22	6	14	7	14	35	13	20	13	27	12	28	17	27	5	0	0	0	0	0	0	0	1	0	1	10	2	7	0	11	5	17	2	17
OTU199	322	343	330	400	120	383	221	322	302	218	430	405	358	468	347	474	198	349	480	353	30	6	42	13	10	24	28	349	43	330	157	379	62	334	186	216	320	348	286	300	10	0	3	0	2	0	0	0	3	4	1	0	2	0	2	6	0	0	0	0	400	277	406	305	418	341	496	459	216	200	57	0	130	0	42	0	62	0	51	0
OTU2694	64	134	19	58	15	168	19	69	30	66	62	118	79	98	29	83	98	102	101	118	42	27	74	28	79	59	45	126	40	9	52	63	21	127	62	95	77	113	402	96	1196	254	1049	222	920	230	1164	738	963	581	187	149	221	168	237	48	180	201	194	107	58	5	51	4	26	10	105	30	24	3	368	34	298	23	361	6	395	12	525	20
OTU11999	45	9	13	0	0	5	0	5	0	2	0	2	1	28	1	17	51	23	10	35	0	0	84	0	0	0	27	0	0	36	0	2	1	0	12	1	0	0	0	0	29	0	23	0	6	0	43	0	19	0	0	5	0	1	0	1	0	2	0	1	2	24	0	0	0	1	0	3	0	0	2	4	2	0	7	0	0	2	5	0
OTU104	10	9	11	3	2	9	1	5	30	4	7	0	7	0	6	1	10	2	12	4	12	0	10	1	3	1	4	3	3	0	11	5	5	7	8	21	26	4	49	9	71	1	75	4	70	15	100	42	78	49	719	800	855	500	901	540	859	802	1223	469	12	1	14	1	9	0	29	7	5	1	50	613	88	1112	29	644	49	1050	32	720
OTU400	53	72	58	73	26	83	29	33	32	65	40	48	69	41	57	51	47	75	72	82	16	8	37	25	16	30	28	21	37	25	11	65	3	29	10	42	86	74	36	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	37	109	57	78	25	141	83	33	14	0	0	0	0	0	0	0	0	0	0
OTU140	62	246	111	78	31	78	74	53	15	50	16	48	35	81	37	90	117	60	85	69	7	2	26	3	16	6	24	28	21	132	0	94	3	10	37	35	38	52	167	89	0	14	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	42	78	106	136	68	221	93	72	20	144	1	0	0	0	0	0	0	0	0	0
OTU126	152	255	111	289	30	255	59	107	62	90	62	221	109	208	152	295	66	192	187	203	2	17	57	22	8	51	28	242	14	243	53	333	46	248	120	114	168	214	68	251	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	161	197	144	144	148	261	163	146	90	91	117	0	113	2	131	0	78	0	74	0
OTU64	105	367	160	541	57	577	69	389	167	300	149	591	211	652	235	496	196	538	312	347	29	16	38	21	11	43	35	519	37	687	47	586	74	546	133	244	171	479	125	485	0	5	2	34	0	29	0	28	0	28	2	11	4	13	1	2	1	10	3	2	185	507	182	838	230	817	212	278	101	471	380	3	290	0	266	0	284	0	270	0
OTU832	143	298	86	350	48	344	53	269	205	259	158	314	178	418	206	335	88	216	264	183	64	33	91	47	49	113	71	244	139	339	79	426	28	305	138	328	299	475	89	300	4	0	3	0	0	2	1	5	0	2	0	0	0	3	0	1	0	1	1	1	239	316	232	380	214	429	243	357	114	201	484	1	525	0	338	4	420	1	359	0
OTU930	26	18	22	27	6	30	1	14	5	28	16	46	9	25	14	25	5	13	15	14	98	6	24	19	33	32	23	61	37	17	62	39	14	57	9	75	26	39	63	25	0	17	1	13	2	5	0	10	0	7	0	0	0	0	0	0	2	0	0	0	25	16	12	13	20	14	9	16	10	2	3	0	5	0	5	0	3	0	4	0
OTU765	7	3	0	0	1	1	0	4	5	0	2	2	3	0	0	1	0	3	0	0	0	0	0	0	0	1	0	1	3	0	11	2	0	1	0	6	4	2	11	4	4	3	16	0	17	39	23	9	29	9	28	57	14	64	22	55	30	57	34	35	1	0	0	0	0	0	0	2	2	0	21	88	8	28	15	96	8	21	19	30
OTU2253	145	181	47	59	8	123	15	56	20	63	13	128	49	154	25	96	122	143	119	130	39	4	35	4	21	10	28	27	50	211	1	29	0	17	18	12	3	28	14	10	8	8	11	0	10	2	14	4	16	5	10	39	16	26	8	11	11	23	9	26	85	137	7	105	18	125	16	106	7	41	17	16	28	34	17	8	21	26	36	12
OTU257	40	61	17	69	11	76	4	47	25	45	22	52	20	65	60	57	45	54	68	55	9	5	20	5	5	18	20	24	9	59	10	52	3	56	5	29	43	65	9	48	5	0	3	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	52	56	31	77	42	79	38	47	28	31	0	0	0	0	0	0	2	0	0	0
OTU1305	8	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	2	0	1	2	5	24	9	19	9	7	14	16	9	7	0	0	0	0	0	0	1	0	0	0	2	23	2	51	1	33	3	23	0	36
OTU8663	31	99	54	191	23	105	34	109	57	121	48	118	28	74	35	76	18	76	52	50	24	20	20	15	20	39	25	169	52	108	40	279	30	164	74	234	97	258	58	248	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	47	85	56	156	106	166	59	140	39	100	143	0	131	0	112	0	124	0	99	0
OTU32	11	3	0	0	0	3	1	0	0	1	0	5	0	1	0	0	0	2	7	5	2	1	0	0	14	0	0	2	5	3	0	2	0	2	1	4	1	3	1	5	156	40	181	19	103	51	231	214	219	104	443	2037	695	929	176	859	405	1938	841	733	2	0	1	1	1	1	1	0	0	1	32	700	28	600	16	3320	16	1478	18	563
OTU188	18	28	13	48	0	54	1	74	7	47	21	85	19	44	14	45	22	55	9	36	460	67	267	125	588	196	84	162	165	39	50	74	15	179	10	64	28	67	58	89	8	0	5	4	13	9	9	51	8	42	3	6	5	6	1	2	1	8	11	4	23	29	12	25	11	41	14	28	16	44	10	0	1	1	0	4	6	3	2	0
OTU569	9	21	24	26	12	33	10	9	4	6	0	13	20	22	15	16	7	27	22	7	0	0	0	0	0	1	0	10	0	9	9	14	0	4	6	12	12	17	11	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	18	18	42	17	19	14	16	14	0	0	7	0	14	0	0	0	4	0
OTU666	15	41	4	30	4	36	16	34	14	22	6	27	17	24	13	32	15	18	42	18	16	4	12	7	15	18	7	27	14	23	13	23	12	36	6	34	29	37	14	18	3	0	6	0	6	3	2	13	4	7	1	2	4	2	1	3	2	3	2	1	19	15	18	24	8	15	15	19	10	12	15	0	30	0	31	0	29	2	17	0
OTU8977	3	5	5	10	0	7	0	16	0	14	2	12	3	6	2	6	3	4	2	2	2	0	0	0	1	1	2	7	4	2	1	9	0	10	2	10	7	10	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	5	9	4	9	3	7	2	4	10	0	17	0	11	0	11	0	8	0
OTU6952	52	63	59	130	11	68	20	75	46	81	32	111	21	79	26	56	15	57	39	54	8	4	8	4	12	13	19	126	31	80	33	161	10	114	54	122	39	130	35	158	3	17	3	5	1	9	1	12	3	24	3	5	0	0	5	0	2	3	2	0	39	63	67	140	62	134	72	84	27	72	90	0	67	0	49	0	62	0	51	0
OTU7981	8	5	0	13	4	29	2	3	3	9	1	29	3	22	0	14	0	4	7	10	9	3	5	1	16	10	14	20	6	7	7	14	2	19	0	27	8	6	13	13	23	3	31	34	8	10	18	36	13	16	7	6	4	3	9	3	3	6	1	7	4	9	2	8	1	2	13	3	2	4	7	4	6	0	6	0	17	3	14	0
OTU57	168	450	182	608	76	491	149	495	198	468	241	506	205	522	331	358	237	398	335	289	269	137	430	185	383	343	316	151	450	530	34	198	17	174	22	113	49	209	88	196	8	0	7	0	2	1	1	13	3	3	4	3	9	0	4	3	3	4	0	0	241	425	239	780	194	489	256	407	121	386	142	0	118	0	124	3	136	0	107	0
OTU5316	14	29	5	61	1	64	10	34	19	11	22	39	33	48	21	34	19	15	6	21	150	20	53	13	206	59	51	83	42	40	14	61	9	83	24	41	21	40	31	48	57	0	96	0	74	3	64	16	68	3	13	8	13	8	7	2	4	4	18	3	36	32	11	46	15	24	12	22	2	25	42	1	31	0	27	1	36	0	37	3
OTU13834	33	13	7	5	1	15	2	2	0	1	12	9	3	8	14	2	3	5	4	11	6	0	3	0	0	1	8	2	5	4	0	1	0	0	12	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	5	15	0	2	5	13	8	0	2	0	0	0	0	0	0	0	0	0	0
OTU12049	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	5	4	3	0	3	0	0	0	4	19	2	14	5	13	5	12	1	2	5	12	3	6	0	0	1	0	0	0	6	2	1	0	0	2	0	9	0	9	0	14	0	5
OTU6894	37	94	8	70	2	33	0	15	1	29	0	11	12	27	6	17	5	56	5	49	2	2	24	0	2	3	0	0	85	39	0	7	0	0	1	1	0	0	0	5	0	0	0	0	0	0	0	3	1	0	0	2	0	0	0	1	0	1	1	2	15	24	2	6	0	24	6	58	0	9	0	0	0	0	0	1	0	0	0	0
OTU7047	90	41	169	100	46	72	51	63	133	38	159	51	60	80	133	66	246	126	190	75	1	8	15	38	6	34	27	40	12	42	26	60	11	56	16	7	94	78	6	30	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	111	38	138	20	97	64	158	57	128	12	0	0	0	0	0	0	1	0	0	0
OTU67	159	300	138	238	27	326	82	261	104	203	116	202	94	368	236	265	253	287	234	251	63	17	146	37	28	88	128	184	90	286	28	309	12	189	58	118	83	225	60	219	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	179	239	168	203	141	133	130	197	65	109	0	0	0	0	0	0	0	0	0	0
OTU3849	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	2	0	0	1	3	3	4	2	6	5	13	1	9	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	1	0	0	0	0
OTU583	5	3	0	1	1	1	1	2	3	0	0	0	0	3	3	2	3	1	6	0	1	0	1	0	0	0	0	0	1	0	0	3	5	1	12	9	6	6	14	2	43	19	25	1	27	8	24	73	32	69	8	226	18	115	10	118	11	152	20	128	0	0	3	0	4	0	0	0	0	0	4	66	14	68	4	54	7	106	3	47
OTU229	27	114	10	82	8	125	5	39	20	56	16	131	24	123	21	27	41	35	28	65	264	53	187	105	252	161	99	187	209	23	38	334	13	197	22	305	35	140	132	109	45	38	87	36	51	70	45	147	36	92	15	31	22	25	14	12	10	30	12	24	27	7	23	8	25	9	35	166	18	15	40	10	34	5	9	3	22	3	26	8
OTU4940	14	139	92	139	11	159	16	97	35	124	27	146	80	166	45	168	94	180	86	116	42	6	80	17	39	30	46	22	31	138	0	28	1	16	8	25	8	14	8	10	0	0	6	0	2	0	5	5	3	1	0	1	1	0	1	6	1	1	0	1	81	117	55	160	27	194	56	140	11	71	0	0	0	0	1	1	1	4	3	0
OTU12600	33	93	15	51	16	51	19	65	23	67	13	34	18	48	25	32	14	34	39	26	2	1	15	5	6	15	15	42	20	53	3	58	6	38	6	29	14	48	22	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	35	54	54	52	51	22	57	16	21	15	0	17	0	13	0	8	0	10	0
OTU116	70	116	9	49	13	190	7	75	22	120	77	104	97	156	22	107	99	122	193	153	19	11	43	22	69	48	55	131	50	37	77	140	23	165	8	186	99	119	323	98	7	0	5	0	11	1	14	80	17	20	2	0	6	4	7	4	8	4	4	0	114	13	32	5	43	9	83	65	33	10	100	2	149	0	160	0	106	0	164	0
OTU1360	165	491	155	664	150	297	144	642	202	808	115	131	139	274	42	86	41	124	137	178	0	21	19	44	3	71	24	325	69	252	87	824	32	301	193	570	712	1073	177	823	7	3	9	0	2	1	4	10	2	3	2	2	2	0	3	1	1	1	3	2	183	215	160	584	201	285	395	738	147	376	103	2	155	1	91	0	117	0	94	1
OTU996	12	5	1	3	1	0	2	2	3	0	1	0	4	0	4	0	1	0	3	0	2	0	1	0	1	1	0	1	3	0	0	2	3	1	15	2	8	8	10	1	10	0	3	1	4	0	17	10	5	6	97	31	77	54	43	17	53	10	73	23	4	0	6	0	0	0	11	8	0	0	4	42	0	20	2	5	1	11	1	26
OTU38	79	1115	301	106	8	860	4	167	4	161	11	462	112	1411	104	162	296	1192	505	1160	57	19	49	18	29	51	10	22	62	1353	11	74	0	52	5	1	5	37	10	6	17	38	21	3	20	38	13	15	18	25	59	93	99	73	59	52	53	87	90	62	276	1422	10	83	12	28	26	176	13	37	8	115	5	153	4	371	7	108	4	137
OTU3510	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU509	19	27	14	44	4	29	1	50	12	55	16	22	17	26	4	13	2	22	24	21	14	10	8	16	29	29	5	58	40	29	18	91	4	49	35	80	35	79	59	64	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	19	76	22	61	27	24	16	25	0	0	1	0	0	0	0	0	2	0
OTU1243	159	338	237	240	49	215	126	220	116	197	112	199	221	328	165	156	425	196	220	251	8	26	70	30	7	27	29	107	46	253	15	175	11	97	19	117	122	177	185	169	0	0	0	0	0	0	1	1	2	1	0	0	4	0	1	0	2	1	0	0	122	181	170	229	205	124	218	229	90	91	42	0	28	0	26	0	28	0	24	0
OTU789	21	18	4	10	0	16	2	11	8	7	5	14	3	18	10	15	28	14	59	16	2	1	8	2	4	0	19	4	0	27	2	25	6	8	3	12	2	21	2	6	0	0	1	0	0	0	0	3	0	20	5	0	4	3	12	2	23	4	3	0	3	28	0	14	4	10	0	11	0	2	0	1	0	0	0	0	0	2	0	3
OTU2604	10	0	0	0	0	2	2	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	11	4	0	3	3	2	2	0	0	14	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU340	27	24	11	83	2	54	3	20	17	39	36	103	13	69	30	201	11	31	49	56	15	5	7	7	5	16	17	106	3	55	14	88	31	113	6	48	51	44	20	73	26	13	25	4	23	0	25	31	16	10	7	4	8	0	0	0	4	2	5	1	42	36	35	25	9	58	20	34	4	49	184	0	174	0	90	0	179	0	125	0
OTU1242	18	14	23	9	3	7	9	5	4	15	2	20	17	18	25	23	18	9	42	21	0	1	5	0	0	2	2	14	2	17	0	5	0	18	5	4	5	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	15	8	17	2	3	16	12	5	6	2	0	0	0	0	0	0	0	0	0
OTU647	46	48	14	60	6	63	5	46	22	54	32	86	38	50	51	71	42	79	51	53	149	76	122	85	167	128	38	150	66	46	30	71	21	141	23	68	64	65	88	122	23	27	28	36	28	57	15	132	27	105	13	29	21	25	24	10	17	26	18	16	46	60	36	35	17	32	17	40	21	18	12	4	8	4	11	8	2	3	9	9
OTU3270	40	80	30	23	10	73	3	32	3	33	14	15	22	42	10	13	55	15	31	40	0	0	2	1	0	3	1	22	7	65	6	65	4	26	17	19	57	32	28	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	43	31	42	31	37	50	50	6	13	0	0	0	0	0	0	0	0	0	0
OTU8335	2	3	0	0	1	3	7	1	3	2	0	2	2	0	0	0	3	0	3	0	0	0	0	0	2	0	0	1	2	0	14	7	5	0	0	6	3	4	7	2	19	0	32	0	29	0	21	21	18	24	38	69	68	90	63	20	35	23	60	34	5	0	2	0	0	0	1	1	0	0	31	8	16	24	20	39	14	24	25	44
OTU111	54	136	90	145	15	125	39	121	50	91	57	116	29	123	80	74	34	108	67	63	452	101	329	155	594	286	161	158	166	79	48	173	14	181	24	128	83	142	46	231	4	0	0	0	0	0	1	4	1	0	1	2	1	0	1	0	0	0	1	0	68	83	104	139	92	124	99	131	69	67	0	0	0	0	0	1	0	0	0	0
OTU5340	54	91	16	165	22	197	9	116	35	79	64	245	110	241	79	183	44	168	87	147	27	38	39	37	53	72	28	136	67	96	42	55	25	146	9	68	15	69	92	80	27	32	9	45	2	20	7	91	12	80	12	19	6	7	10	9	12	17	5	19	47	60	44	94	12	109	48	132	25	77	2	1	0	0	8	4	5	5	5	11
OTU641	24	53	44	11	7	25	41	30	7	8	6	31	21	30	22	39	37	19	75	52	0	1	1	0	0	0	1	0	1	20	0	36	0	0	1	45	16	14	24	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	16	24	26	12	32	22	28	6	17	0	0	0	0	0	0	0	0	0	0
OTU3778	57	35	8	25	0	257	1	22	12	23	44	139	22	200	26	231	33	66	83	172	61	14	58	10	53	68	63	200	82	282	30	87	6	215	6	106	8	125	9	20	3	0	9	3	3	0	15	6	10	0	2	0	2	2	0	0	4	4	0	0	41	266	13	79	3	80	11	37	2	16	1	0	5	6	1	2	9	1	5	4
OTU654	54	45	57	50	18	42	22	37	29	32	43	47	36	61	40	42	16	48	68	36	7	9	17	15	10	28	14	12	17	45	4	31	2	28	7	21	24	52	9	20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	80	28	51	45	52	55	61	44	25	29	0	0	1	0	0	0	0	0	0	0
